id,name,japanese_name,calories
1448,Clam cake,クラムケーキ,300
1449,Sarma,サルマ,350
1450,Shahe fen,沙河粉,350
1451,Charleston red rice,チャールストンレッドライス,350
1452,Fish head curry,フィッシュヘッドカレー,450
1453,Podvarak,ポドヴァラク,350
1454,Pihtije,ピフティエ,300
1455,Popara,ポパラ,350
1456,Kačamak,カチャマク,350
1457,Seolleongtang,ソルロンタン,400
1458,Gołąbki,ゴウォンプキ,350
1459,Szaloncukor,サロンツコル,100
1460,Kalduny,カルドゥニ,250
1461,Zrazy,ズラジ,350
1462,Panettone,パネットーネ,400
1463,Ambelopoulia,アンベロプーリア,250
1464,Persimmon pudding,柿プディング,350
1465,Floating island,フローティングアイランド,250
1466,Zeeuwse bolus,ゼーウセボルス,250
1467,Ambuyat,アンブヤット,300
1468,Smulpaj,スムルパイ,350
1469,Moravian spice cookies,モラヴィアンスパイスクッキー,200
1470,Mee pok,ミーポック,350
1471,Jjigae,チゲ,400
1472,Pizza bagel,ピザベーグル,400
1473,Tteok,トック,200
1474,Brændende kærlighed,ブレネンデ・ケアリヘッド,350
1475,Beaten biscuit,ビートンビスケット,200
1476,Æbleflæsk,エーブルフレスク,350
1477,Chicken paprikash,チキンパプリカシュ,450
1478,Tangyuan,湯円,200
1479,Tuna pot,ツナポット,350
1480,Burnt ends,バントエンド,450
1481,Jamón ibérico,ハモンイベリコ,150
1482,Rakfisk,ラクフィスク,300
1483,Zarangollo,ザランゴーリョ,250
1484,Túró Rudi,トゥーロールディ,200
1485,Flummery,フラマリー,250
1486,Cecina,セシナ,250
1487,Galinha à portuguesa,ガリーニャアポルトゥゲサ,450
1488,Ankimo,アンキモ,150
1489,Galinha à africana,ガリーニャアアフリカーナ,450
1490,Cha siu bao,叉焼包,250
1491,Fugu chiri,ふぐちり,250
1492,Assidat Zgougou,アシーダトズゴウゴウ,350
1493,Oxtail stew,オックステールシチュー,500
1494,Laping,ラーピン,250
1495,Chaku,チャク,200
1496,Caldillo de perro,カルディーヨデペロ,400
1497,Sopa de Gato,ソパデガト,350
1498,Keledoş,ケレドシュ,450
1499,Mücver,ミュジュヴェル,250
1500,Brotzeit,ブロートツァイト,350
1501,Shekerbura,シェケルブラ,150
1502,Oeufs en meurette,ウフ・アン・ムレット,250
1503,Pappa al pomodoro,パッパ・アル・ポモドーロ,300
1504,Teurgoule,トゥールグル,250
1505,Bánh xèo,バインセオ,300
1506,Musakhan,ムサハン,350
1507,Maqluba,マクルーバ,400
1508,Bob chorba,ボブチョルバ,350
1509,Rum baba,ラムババ,200
1510,Veda bread,ヴェーダブレッド,200
1511,Fried shrimp,揚げエビ,250
1512,Pastilla,パスティーヤ,300
1513,Strawberry delight,ストロベリーディライト,200
1514,Cheese dream,チーズドリーム,250
1515,Frejon,フレジョン,300
1516,Gyeran-jjim,ケランチム,200
1517,Revithia,レヴィティア,300
1518,Nasi bogana,ナシ・ボガナ,350
1519,Torta de gazpacho,トルタ・デ・ガスパチョ,250
1520,Double Down,ダブルダウン,400
1521,Seri Muka,セリ・ムカ,200
1522,Obi non,オビノン,200
1523,Garganelli,ガルガネッリ,300
1524,Kig ha farz,キグ・ハ・ファルツ,350
1525,Mississippi mud pie,ミシシッピマッドパイ,300
1526,Eve's pudding,イヴズプディング,250
1527,Amala,アマラ,300
1528,Okinawa soba,沖縄そば,300
1529,Lamian,ラミエン,300
1530,Soki,ソーキ,250
1531,Chicken Maryland,チキンメリーランド,350
1532,Chanpurū,チャンプルー,300
1533,Mlinci,ムリンツィ,250
1534,Smyrna meatballs,スミルナミートボール,300
1535,Tavern sandwich,タバーンサンドイッチ,300
1536,Yangzhou fried rice,揚州チャーハン,300
1537,Qutab,クタブ,200
1538,Dum Aloo,ダムアルー,300
1539,Queijo do Pico,ケイジョ・ド・ピコ,150
1540,Cocada,コカーダ,150
1541,Calf's liver and bacon,仔牛のレバーとベーコン,300
1542,Moules-frites,ムールフリット,350
1543,Anarsa,アナールサ,150
1544,Tlayuda,トラユダ,300
1545,Šakotis,シャコティス,250
1546,Jollof rice,ジョロフライス,350
1547,Moin moin,モインモイン,250
1548,Jam roly-poly,ジャムローリーポーリー,250
1549,Hochzeitssuppe,ホッホツァイトスッペ,300
1550,Mucenici,ムチェニチ,200
1551,Ema datshi,エマダツィ,300
1552,Ngo hiang,ゴーヒャン,200
1553,Jello salad,ジェロサラダ,250
1554,Claypot chicken rice,土鍋チキンライス,350
1555,Maeun-tang,メウンタン,350
1556,Cifantuan,ツーファントゥアン,200
1557,Rhubarb pie,ルバーブパイ,250
1558,Olla podrida,オジャ・ポドリダ,350
1559,Har gow,ハーガウ,200
1560,Sayur lodeh,サユール・ロデ,300
1561,Memela,メメラ,250
1562,Wenchang chicken,文昌鶏,300
1563,Galinhada,ガリニャーダ,350
1564,Lecsó,レチョー,300
1565,Gypsy tart,ジプシータルト,250
1566,Bougatsa,ブガツァ,200
1567,Germknödel,ゲルムクヌーデル,250
1568,Haystack,ヘイスタック,250
1569,Yule log,ユールログ,250
1570,Butter cookie,バタークッキー,100
1571,Chicken à la King,チキンアラキング,300
1572,Méchoui,メシュイ,350
1573,Croquette,クロケット,200
1574,Shami kebab,シャミケバブ,200
1575,Chicken and waffles,チキンとワッフル,350
1576,Poke,ポケ,300
1577,Punsch-roll,プンシュロール,150
1578,Turtle soup,亀スープ,300
1579,Kansar,カンサール,250
1580,Glamorgan sausage,グラモーガンソーセージ,200
1581,Mango pudding,マンゴープディング,200
1582,Bánh canh,バインカン,300
1583,Caparrones,カパロネス,350
1584,Zopf,ツォプフ,250
1585,Bath bun,バスバン,200
1586,Chelsea bun,チェルシーバン,200
1587,London bun,ロンドンバン,200
1588,Saffron bun,サフラン・バン,200
1589,Chakhchoukha,チャクチュカ,350
1590,Angel food cake,エンジェルフードケーキ,250
1591,Lalab,ララブ,250
1592,Suckling pig,子豚の丸焼き,400
1593,Barmbrack,バームブラック,250
1594,Kotlet schabowy,コトレットシャボウィ,300
1595,Pastel de nata,パステル・デ・ナタ,150
1596,Shave ice,シェイブアイス,200
1597,Tipsy cake,ティプシケーキ,250
1598,Creamed eggs on toast,クリームエッグオントースト,250
1599,Kerak telor,ケラックテロール,250
1600,Ogok-bap,オゴクパプ,300
1601,Mortadella,モルタデッラ,200
1602,Nut roll,ナットロール,200
1603,Fried green tomatoes,揚げグリーントマト,250
1604,Beondegi,ボンデギ,150
1605,Tsoureki,ツレキ,250
1606,Tiropita,チロピタ,200
1607,Pljeskavica,プリェスカヴィツァ,250
1608,Karađorđeva šnicla,カラジョルジェヴァシュニツラ,300
1609,Kokoretsi,ココレツィ,250
1610,Skilpadjies,スキルパジーズ,250
1611,Corn chowder,コーンチャウダー,300
1612,Tarhana,タルハナ,300
1613,Tufahije,トゥファヒエ,200
1614,Birria,ビリア,350
1615,Veal Orloff,ヴィールオルロフ,300
1616,Fattoush,ファットゥーシュ,250
1617,Pane carasau,パーネ・カラサウ,150
1618,Rab cake,ラブケーキ,250
1619,Buffalo burger,バッファローバーガー,300
1620,Treacle tart,トリクルタルト,250
1621,Hamburger,ハンバーガー,300
1622,Stamppot,スタムポット,350
1623,Kopytka,コピトカ,250
1624,Khai yat sai,カイヤットサイ,250
1625,Minchee,ミンチー,300
1626,Kinema,キネマ,250
1627,Sgabeo,スガベオ,200
1628,Chili dog,チリドッグ,250
1629,Spaghetti alle vongole,スパゲッティアッレボンゴレ,300
1630,Bavarian cream,ババリアンクリーム,200
1631,Bhaji,バジ,200
1632,Kachori,カチョリ,150
1633,Chowder,チャウダー,300
1634,Scotch broth,スコッチブロス,300
1635,Pea soup,ピースープ,300
1636,Kitfo,キットフォ,250
1637,Gored gored,ゴレッドゴレッド,250
1638,Bánh chưng,バインチュン,250
1639,Bún bò Huế,ブンボーフエ,350
1640,Bò 7 món,ボー7モン,400
1641,Cơm tấm,コムタム,300
1642,Ambrosia,アンブロシア,250
1643,Rönttönen,ロントネン,200
1644,Balchão,バルチャオ,300
1645,Gibassier,ジバシエ,200
1646,Bacalhau à Zé do Pipo,バカリャウ・ア・ゼ・ド・ピポ,300
1647,Pane di Altamura,パーネ・ディ・アルタムラ,250
1648,Mykyrokka,ミュキュロッカ,300
1649,Paska,パスカ,250
1650,Blackberry pie,ブラックベリーパイ,250
1651,Mince pie,ミンスパイ,250
1652,Corn cookie,コーンクッキー,100
1653,Francesinha poveira,フランセシーニャポヴェイラ,350
1654,Picadillo,ピカディージョ,300
1655,Runeberg torte,ルネベリトルテ,200
1656,Khakhra,カクラ,150
1657,Ohn no khao swè,オンノカウスェ,300
1658,Sultsina,スルツィナ,200
1659,/m/0crv0m,不明,0
1660,Paella,パエリア,350
1661,Espetada,エスペターダ,300
1662,Pathiri,パティーリ,200
1663,Horumonyaki,ホルモンヤキ,300
1664,Khubz,フブス,200
1665,Ciorbă,チョルバ,300
1666,Kimchi-buchimgae,キムチブチムガエ,200
1667,Sesame chicken,ゴマチキン,300
1668,Thukpa,トゥクパ,300
1669,Chwinamul,チュイナムル,200
1670,Kabuni,カブニ,250
1671,Jhunka,ジュンカ,250
1672,Jolada rotti,ジョラダロッティ,200
1673,Spoonbread,スプーンブレッド,250
1674,Kulich,クリッチ,250
1675,Phat khing,パットキン,300
1676,Namasu,なます,150
1677,Wonton noodles,ワンタンヌードル,300
1678,Johnnycake,ジョニーケーキ,200
1679,Panellets,パネレッツ,150
1680,Manjū,饅頭,150
1681,Mandi,マンディ,350
1682,Fortune cookie,フォーチュンクッキー,100
1683,Noppe,のっぺ,300
1684,Slavink,スラヴィンク,250
1685,Cockle bread,コックルブレッド,200
1686,Caruru,カルル,300
1687,Chả lụa,チャールア,200
1688,Pan bagnat,パンバニャ,250
1689,Sardenara,サルデナーラ,250
1690,Enchilada,エンチラーダ,300
1691,Sausage sandwich,ソーセージサンドイッチ,250
1692,Pistachio pudding,ピスタチオプディング,200
1693,Chikki,チッキ,150
1694,Champorado,チャンポラード,250
1695,Coconut cake,ココナッツケーキ,250
1696,Kaassoufflé,カースフレ,200
1697,Carne pizzaiola,カルネピザイオーラ,300
1698,Khauk swè thoke,カウクスェトーケ,300
1699,Gamja-tang,カムジャタン,350
1700,Kadhi,カディ,300
1701,Green bean casserole,グリーンビーンキャセロール,300
1702,Apple dumpling,アップルダンプリング,250
1703,Cozonac,コゾナック,250
1704,Pissaladière,ピサラディエール,250
1705,Phat si-io,パットシイオ,300
1706,Drunken noodles,ドランケンヌードル,300
1707,Jing Jiang Rou Si,京醤肉絲,300
1708,Enduri Pitha,エンドゥリピタ,200
1709,Kakara pitha,カカラピタ,200
1710,Tarta de Santiago,タルタデサンティアゴ,250
1711,/m/0dn9nd,不明,0
1712,Sheftalia,シェフタリア,250
1713,Soybean sprout,豆もやし,200
1714,Italian hot dog,イタリアンホットドッグ,250
1715,Makchang,マクチャン,300
1716,Meeshay,ミーシェイ,300
1717,Bacalhau com natas,バカリャウコンナタス,300
1718,Mazurek,マズレック,200
1719,Nan gyi thohk,ナンジートーケ,300
1720,Ajapsandali,アジャプサンダリ,300
1721,Carac,カラック,200
1722,Mont di,モントディ,250
1723,Geng,ゲン,300
1724,Vispipuuro,ヴィスピプーロ,250
1725,Bakso,バクソ,250
1726,Canjica,カンジカ,250
1727,Fougasse,フーガス,200
1728,Fool's Gold Loaf,フールズゴールドローフ,300
1729,Blueberry pie,ブルーベリーパイ,250
1730,Pickled cucumber,ピクルドキュウリ,150
1731,Ogbono soup,オグボノスープ,300
1732,Champ,チャンプ,300
1733,Oysters en brochette,オイスターズアンブロシェット,250
1734,Paskha,パスハ,250
1735,Shish taouk,シシタウク,250
1736,Acarajé,アカラジェ,200
1737,Ras malai,ラスマライ,200
1738,San-nakji,サンナクチ,200
1739,Bungeo-ppang,ブンゴパン,200
1740,Skilandis,スキルンディス,200
1741,Gosh-e Fil,ゴシュエフィル,150
1742,Nasi dagang,ナシダガン,300
1743,Gheimeh,ゲイメ,300
1744,Fesenjān,フェセンジャン,300
1745,Bacalhau à Gomes de Sá,バカリャウ・ア・ゴメスデサー,300
1746,Fårikål,フォリコール,350
1747,Bedfordshire clanger,ベッドフォードシャークランガー,250
1748,Tonkatsu,とんかつ,300
1749,Thai fried rice,タイチャーハン,300
1750,Manakish,マナキシュ,250
1751,Schweinshaxe,シュヴァインスハクセ,350
1752,Chorba,チョルバ,300
1753,Oliebol,オリーボル,150
1754,Ropa vieja,ロパビエハ,350
1755,Natchitoches meat pie,ナチトーシュミートパイ,250
1756,Icebox cake,アイスボックスケーキ,250
1757,Sorrel soup,ソレルスープ,300
1758,Lahoh,ラホ,200
1759,Bolillo,ボリージョ,200
1760,Mollete,モジェテ,250
1761,Caldeirada,カルデイラーダ,350
1762,Ogi,オギ,250
1763,Watergate salad,ウォーターゲートサラダ,250
1764,Yaksik,ヤクシク,200
1765,Half-smoke,ハーフスモーク,250
1766,Dakos,ダコス,200
1767,Sweet potato pie,スイートポテトパイ,250
1768,Cappon magro,カッポンマグロ,300
1769,Serundeng,セルンデン,150
1770,Rijstevlaai,レイステフライ,250
1771,Ajoblanco,アホブランコ,250
1772,Yaka mein,ヤカメン,300
1773,Jujeh kabab,ジュジェカバブ,250
1774,Soy egg,醤油卵,100
1775,Shuizhu,水煮,300
1776,Puliyogare,プリヨガレ,250
1777,Sago,サゴ,200
1778,Laulau,ラウラウ,300
1779,Curtido,クルティード,150
1780,Tapai,タパイ,200
1781,Press cake,プレスケーキ,250
1782,Cuchifritos,クチフリトス,200
1783,Vlaai,フラーイ,250
1784,Malvern pudding,モルバンプディング,250
1785,Baklava,バクラヴァ,200
1786,Cheese dog,チーズドッグ,250
1787,Luchi,ルチ,200
1788,Cowboy beans,カウボーイビーンズ,300
1789,Sandesh,サンデシュ,150
1790,Steak Diane,ステーキダイアン,300
1791,Lobster stew,ロブスタースチュー,300
1792,Finikia,フィニキア,150
1793,Bibingka,ビビンカ,200
1794,Tafelspitz,ターフェルシュピッツ,300
1795,Ploye,プロイ,200
1796,Sayur asem,サユールアセム,300
1797,Trinxat,トリンシャット,300
1798,Nikuman,肉まん,200
1799,Cozido à portuguesa,コジードアポルトゥゲサ,350
1800,Bacalhau à Brás,バカリャウアブラス,300
1801,Tomato compote,トマトコンポート,200
1802,Sesame seed candy,ゴマキャンディ,150
1803,Dhebra,デブラ,200
1804,Kaeng pa,ケーンパ,300
1805,Mas riha,マスリハ,300
1806,Zosui,雑炊,300
1807,Yassa,ヤッサ,350
1808,Pambazo,パンバソ,300
1809,Imarti,イマーティ,150
1810,Bacalhau com todos,バカリャウコントドス,350
1811,Black pepper crab,ブラックペッパークラブ,300
1812,Queso flameado,ケソフラメアド,250
1813,Black and white cookie,ブラックアンドホワイトクッキー,150
1814,Red braised pork belly,紅焼豚バラ,300
1815,Krofne,クロフネ,200
1816,Uštipci,ウシュティプツィ,200
1817,Rožata,ロザータ,200
1818,Punjena paprika,プンイェナパプリカ,250
1819,Fusi,フシ,300
1820,Maneštra,マネシュトラ,300
1821,Kroštule,クロシュトゥレ,150
1822,Fritule,フリトゥレ,150
1823,Protein bar,プロテインバー,150
1824,Cordon bleu,コルドンブルー,300
1825,Pirog,ピローグ,250
1826,Pachi Pulusu,パチプルス,250
1827,Frigărui,フリガルイ,250
1828,Chhena poda,チェナポダ,200
1829,Poornalu,プールナル,200
1830,Ponganalu,ポンガナル,200
1831,Bing,ビン,200
1832,Flaouna,フラウナ,200
1833,Chakodi,チャコディ,150
1834,Aloo paratha,アルーパラタ,250
1835,Konro,コンロ,350
1836,Cemita,セミタ,300
1837,Asinan,アシナン,250
1838,Broa,ブロア,250
1839,Trifle,トライフル,250
1840,Rat na,ラートナー,300
1841,Borlengo,ボルレンゴ,200
1842,Gazpachuelo,ガスパチュエロ,300
1843,Esterházy torte,エステルハージトルテ,250
1844,Magenbrot,マゲンブロート,150
1845,Detroit-style pizza,デトロイトスタイルピザ,350
1846,Fuling jiabing,涪陵ジャビン,200
1847,Lakhamari,ラカマリ,150
1848,Mućkalica,ムチュカリツァ,300
1849,Sukhdi,スクディ,150
1850,Kilishi,キリシ,200
1851,Baji,バジ,200
1852,Peanut butter cookie,ピーナッツバタークッキー,100
1853,Rabbit pie,ラビットパイ,250
1854,Paling in 't groen,パリングイングロエン,300
1855,Chataamari,チャタマリ,200
1856,Lawar,ラワール,300
1857,Arisa Pitha,アリサピタ,200
1858,Empal gentong,エンパルゲントン,350
1859,Carne asada fries,カルネアサダフライ,300
1860,Takikomi gohan,炊き込みご飯,300
1861,Kamameshi,釜飯,300
1862,Pasta salad,パスタサラダ,250
1863,Fasole cu cârnați,ファソレクカルナツィ,300
1864,Zelnik,ゼルニク,250
1865,Plăcintă,プラチンタ,250
1866,Tongseng,トンセン,300
1867,Soto mie,ソトミー,300
1868,Sarburma,サルブルマ,250
1869,Lutefisk,ルーテフィスク,250
1870,Khichdi,キチュディ,300
1871,Briouat,ブリウアト,200
1872,Chili burger,チリバーガー,300
1873,Bolo de mel,ボロデメル,250
1874,Clootie,クルーティ,250
1875,Seswaa,セスワ,350
1876,Tahu sumedang,タフスメダン,200
1877,Pichelsteiner,ピヒェルシュタイナー,350
1878,Bread soup,ブレッドスープ,300
1879,Scotcheroos,スコッチェルー,150
1880,Kartoffelkäse,カルトッフェルケーゼ,250
1881,Schuxen,シュクセン,200
1882,Caramel,キャラメル,100
1883,Zwetschgenkuchen,ツヴェッチゲンクーヘン,250
1884,Alloco,アロコ,250
1885,Vangibath,ヴァンギバート,300
1886,Torricado,トリカド,250
1887,Phat phrik khing,パットプリッキン,300
1888,Tomato and egg soup,トマトと卵スープ,250
1889,/m/0h65ym4,不明,0
1890,Spanakorizo,スパナコリゾ,300
1891,Ostropel,オストロペル,300
1892,Tamale,タマレ,250
1893,Seattle-style hot dog,シアトルスタイルホットドッグ,250
1894,Ammonia cookie,アンモニアクッキー,100
1895,Boston baked beans,ボストンベイクドビーンズ,300
1896,Amandine,アマンディーヌ,200
1897,Duck blood and vermicelli soup,鴨血春雨スープ,300
1898,Azerbaijani pakhlava,アゼルバイジャンパフラヴァ,200
1899,Bakwan,バクワン,200
1900,Wallenbergare,ヴァレンベルガーレ,250
1901,Pastry,ペストリー,150
1902,Melomakarono,メロマカロノ,150
1903,Cocido lebaniego,コシードレバニエゴ,350
1904,Koi,コイ,300
1905,Stir-fried tomato and scrambled eggs,トマトとスクランブルエッグ炒め,250
1906,Flæskesteg,フレスクステグ,350
1907,Beggar's Chicken,乞食鶏,350
1908,/m/0hzpvf0,不明,0
1909,Konkonte,コンコンテ,300
1910,Stuffed squash,詰めスクウォッシュ,300
1911,Kaeng som,ケーンソム,300
1912,Kentucky jam cake,ケンタッキージャムケーキ,250
1913,Murături,ムラトゥーリ,150
1914,Tochitură,トチトゥーラ,300
1915,Urap,ウラップ,250
1916,Cornulețe,コルヌレッツェ,150
1917,Quad City-style pizza,クアッドシティスタイルピザ,350
1918,Paneer tikka,パニールティッカ,250
1919,Ciorbă de perișoare,チョルバデペリショアレ,300
1920,/m/0j66841,不明,0
1921,Shaker lemon pie,シェイカーレモンパイ,250
1922,Doodhpak,ドゥードパック,200
1923,Ceviche,セビーチェ,250
1924,Cabbage soup,キャベツスープ,300
1925,Nasi timbel,ナシティンベル,300
1926,Pa amb tomàquet,パンコントマテ,200
1927,Escalivada,エスカリバーダ,250
1928,Međimurska gibanica,メジムルスカギバニツァ,250
1929,Khanom chan,カノムチャン,200
1930,Ohaw,オハウ,300
1931,Baghrir,バグリール,200
1932,Hummingbird cake,ハミングバードケーキ,250
1933,Neapolitan pizza,ナポリタンピザ,350
1934,Doughnut,ドーナツ,150
1935,Hummus,フムス,200
1936,Nimono,煮物,250
1937,Chocolate chip cookie,チョコレートチップクッキー,100
1938,Bún ốc,ブンオック,300
1939,Cheese straw,チーズストロー,100
1940,Sausage,ソーセージ,200
1941,Frogeye salad,フロッグアイサラダ,250
1942,Senate bean soup,セネートビーンスープ,300
1943,Botifarra,ボティファラ,200
1944,Leberknödel,レバークヌーデル,250
1945,Laziji,ラーズージー,300
1946,Quzi,クジ,350
1947,Chazuke,茶漬け,250
1948,Sandwich,サンドイッチ,250
1949,BLT,BLTサンドイッチ,250
1950,Chikhirtma,チヒルトマ,300
1951,Pico de gallo,ピコデガヨ,150
1952,Oden,おでん,300
1953,Tostada,トスターダ,250
1954,Chilaquiles,チラキレス,300
1955,Cocido montañés,コシードモンタニェス,350
1956,Lontong Cap Go Meh,ロントンキャップゴーメ,300
1957,Porra antequerana,ポラアンテケラナ,250
1958,Kedjenou,ケジェヌ,350
1959,Tourin,トゥラン,300
1960,Attiéké,アティエケ,250
1961,Dak-bokkeum-tang,ダクボックムタン,350
1962,Žemlovka,ジェムロフカ,250
1963,Dovga,ドヴガ,300
1964,Rice and gravy,ライスアンドグレービー,300
1965,Sai ua,サイウア,250
1966,Nam ngiao,ナムギアオ,300
1967,Kaeng khae,ケーンカエ,300
1968,Kaeng tai pla,ケーンタイプラ,300
1969,Dim sum,点心,200
1970,Tahri,ターリ,300
1971,Bolo do caco,ボロドカコ,200
1972,Buffalo wing,バッファローウィング,250
1973,Pustakari,プスタカリ,200
1974,Pieds paquets,ピエパケ,300
1975,Tinginys,ティンギニス,200
1976,Sunnundallu,スンヌンダル,150
1977,Lapskaus,ラプスクス,350
1978,Caldo tlalpeño,カルドトラルペーニョ,300
1979,Milho frito,ミーリョフリート,200
1980,Kalu dodol,カルドドル,200
1981,Poppyseed muffin,ポピーシードマフィン,150
1982,Peanut soup,ピーナッツスープ,300
1983,Tarte à la Bouillie,タルトアラブイリー,250
1984,Caldo gallego,カルドガジェゴ,350
1985,Samay Baji,サマイバジ,250
1986,Limburger sandwich,リンブルガーサンドイッチ,250
1987,Huachinango a la Veracruzana,ウアチンangoアラベラクルサナ,300
1988,Sambal stingray,サンバルスティングレイ,300
1989,Kuluban,クルバン,250
1990,Modjeska,モジェスカ,150
1991,Pan dulce,パンドゥルセ,200
1992,Florina pepper,フロリナペッパー,200
1993,Oysters Bienville,オイスターズビエンビル,250
1994,Cronut,クロナッツ,150
1995,Duck rice,ダックライス,300
1996,Sulu köfte,スルケフテ,250
1997,Toyga soup,トイガスープ,300
1998,Majjige huli,マジゲフリ,300
1999,Ikan goreng,イカンゴレン,250
2000,Lekor,レコール,200
2001,Ciulama,チュラマ,350
2002,Ayam bakar,アヤムバカール,350
2003,Hinava,ヒナヴァ,250
2004,Waakye,ワーキェ,400
2005,Salbute,サルブテ,300
2006,Kuchmachi,クチュマチ,350
2007,Kibinai,キビナイ,250
2008,Lobiani,ロビアーニ,300
2009,Chanakhi,チャナヒ,400
2010,Baghali ghatogh,バガリガトーグ,300
2011,Pkhali,プハリ,250
2012,Poc Chuc,ポクチュク,350
2013,Bionico,ビオニコ,300
2014,Bamischijf,バミシーフ,250
2015,Racuchy,ラチュヒ,250
2016,Kuurdak,クールダック,400
2017,Hokkien fried rice,福建チャーハン,350
2018,Mu kratha,ムークラタ,450
2019,Thong yip,トンイップ,200
2020,Zuppa toscana,ズッパトスカーナ,350
2021,Dhindo,ディンド,300
2022,Thiakry,ティアクリ,250
2023,Kondowole,コンドウォレ,300
